id,ley,resumen,ciudad,fecha_aprobacion,fecha_promulgacion,url,tema,subtemas,latitud,longitud
cb_604,1473,"GESTIÓN EN LA PREVENCIÓN, REDUCCIÓN Y CONTROL DE CONTAMINACIÓN ATMOSFÉRICA",Cochabamba,19/06/2024,20/06/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1473_2024.pdf,medio ambiente,contaminación del aire,,
cb_605,1474,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL SERVICIO DE LA DEUDA Y DISMINUCIÓN DE OTROS PASIVOS INFORME TÉCNICO CONSOLIDADO N° 14,Cochabamba,27/07/2024,01/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1474_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_606,1475,"DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO DE 975,50 M2, UBICADA EN LA JUNTA VECINAL BARRIO SAN JOSÉ LA TAMBORADA",Cochabamba,27/06/2024,04/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1475_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.441675,-66.161748
cb_607,1476,"DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA VERDE DE 269,58 M2, UBICADA EN LA JUNTA VECINAL LITORAL D-9",Cochabamba,02/07/2024,08/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1476_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.46765,-66.200298
cb_608,1477,"DECLARATORIA DE DERECHO PROPIETARIO DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO DE 397,46 M2, UBICADA EN LA JUNTA VECINAL ANEXIÓN SANTIAGO D-9",Cochabamba,02/07/2024,08/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1477_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.465833,-66.174659
cb_609,1478,LEY DE REACTIVACIÓN DE PLAZO PARA LA REGLAMENTACIÓN A LA LEY MUNICIPAL DE PUBLICIDAD N° 1432/2024 DE 29 DE MARZO DE 2024,Cochabamba,05/07/2024,09/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1478_2024.pdf ,administracion publica,Modificaciones a marco regulatorio,,
cb_610,1479,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE INVERSIÓN Y GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 26",Cochabamba,05/07/2024,09/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1479_2024.pdf ,administracion publica,inversión pública,,
cb_611,1480,REGULACIÓN DE USO Y OCUPACIÓN DEL SUELO Y AJUSTES A LOS INSTRUMENTOS TÉCNICOS DE ESTRUCTURACIÓN TERRITORIAL DEL MUNICIPIO DE COCHABAMBA,Cochabamba,05/07/2024,11/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1480_2024.pdf ,suelo y vivienda,Planificación territorial y zonificación,,
cb_612,1481,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA VERDE DE 1.497,27 M2, UBICADA EN LA JUNTA VECINAL VILLA ALTO FLORIDA D-9",Cochabamba,09/07/2024,25/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1481_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.488297,-66.188455
cb_613,1482,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL CAMBIO DE FUENTE DE FINANCIAMIENTO Y ORGANISMO FINANCIADOR INFORME TÉCNICO CONSOLIDADO N° 16,Cochabamba,16/07/2024,17/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1482_2024.pdf ,administracion publica,inversión pública,,
cb_614,1483,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO CON UNA EXTENSIÓN SUPERFICIAL DE 655,58 M2, DE LA JUNTA VECINAL ANEXIÓN 21 DE SEPTIEMBRE D-9",Cochabamba,16/07/2024,25/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1483_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.482347,-66.17956
cb_615,1484,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA VERDE CON UNA EXTENSIÓN SUPERFICIAL DE 7.687,47 M2, Y ÁREA DE EQUIPAMIENTO, CON UNA EXTENSIÓN SUPERFICIAL DE 1.419,53 M2, DE LA JUNTA VECINAL LOS MOLLES D-3",Cochabamba,16/07/2024,25/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1484_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.372847,-66.203258
cb_616,1485,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO DE 225,71 M2, EN LA JUNTA VECINAL VILLA VERDE D-9",Cochabamba,19/07/2024,26/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1485_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.483453,-66.179233
cb_617,1486,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO, CON UNA EXTENSIÓN SUPERFICIAL DE 332,98 M2, DE LA JUNTA VECINAL LITORAL D-9",Cochabamba,19/07/2024,26/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1486_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.466414,-66.202312
cb_618,1487,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA VERDE CON UNA EXTENSIÓN SUPERFICIAL DE 4.328,86 M2, DE LA JUNTA VECINAL SAN SILVESTRE D-9",Cochabamba,23/07/2024,31/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1487_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.473316,-66.173762
cb_619,1488,"DECLARATORIA DE DERECHO PROPIETARIO A FAVOR DEL GOBIERNO AUTÓNOMO MUNICIPAL DE COCHABAMBA, SOBRE UN ÁREA DE EQUIPAMIENTO DE 240,31 M2, UBICADA EN LA JUNTA VECINAL MIRADOR PRIMAVERA D-9",Cochabamba,25/07/2024,31/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1488_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.464461,-66.175922
cb_620,1489,LEY MUNICIPAL DE MODIFICACIONES A LA LEY MUNICIPAL N° 1023/2021 DE 27 DE AGOSTO DE 2021,Cochabamba,25/07/2024,30/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1489_2024.pdf ,administracion publica,Modificaciones a marco regulatorio,,
cb_621,1490,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL INFORME TÉCNICO CONSOLIDADO N° 28,Cochabamba,30/07/2024,31/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1490_2024.pdf ,administracion publica,Gestión o modificaciones presupuestarias,,
cb_622,1491,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL - SERVICIO DE LA DEUDA Y DISMINUCIÓN DE OTROS PASIVOS INFORME TÉCNICO CONSOLIDADO N° 18,Cochabamba,30/07/2024,31/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1491_2024.pdf ,administracion publica,Gestión o modificaciones presupuestarias,,
cb_623,1492,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE INVERSIÓN Y GASTO ELEGIBLE INFORME TÉCNICO CONSOLIDADO N° 31,Cochabamba,30/07/2024,30/07/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1492_2024.pdf ,administracion publica,Gestión o modificaciones presupuestarias,,
cb_624,1493,"INCORPORACIÓN Y MODIFICACIÓN A LA LEY MUNICIPAL N° 1352/2023, DE REGISTRO DE PROPIEDAD DE VEHÍCULOS AUTOMOTORES TERRESTRES",Cochabamba,01/08/2024,07/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1493_2024.pdf ,transporte,Registro de propiedad de vehículos,,
cb_625,1494,"DECLARA EL 9 DE AGOSTO EL DIA DE LA SOLIDARIDAD Y SENSIBILIZACIÓN DE LUCHA CONTRA LA VIOLENCIA SEXUAL A NIÑOS, NIÑAS Y ADOLESCENTES",Cochabamba,01/08/2024,07/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1494_2024.pdf ,niñez y juventud,protección de niñez y juventud,,
cb_626,1495,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 34",Cochabamba,09/08/2024,09/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1495_2024.pdf ,administracion publica,Gestión o modificaciones presupuestarias,,
cb_627,1496,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 539,28 M2, UBICADA EN LA JUNTA VECINAL MIRADOR PRIMAVERA D-9",Cochabamba,09/08/2024,21/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1496_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.463363,-66.176165
cb_628,1497,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 49,39 M2, UBICADA EN LA JUNTA VECINAL VIDA NUEVA D-9",Cochabamba,09/08/2024,21/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1497_2024.pdf ,suelo y vivienda,Planificación territorial y zonificación,-17.472496,-66.151165
cb_629,1498,DECLARATORIA DE PATRIMONIO CULTURAL A LA FESTIVIDAD RELIGIOSA DE SAN JOAQUÍN DE JAIHUAYCO,Cochabamba,09/08/2024,14/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1498_2024.pdf ,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,,
cb_630,1499,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 33",Cochabamba,13/08/2024,15/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1499_2024.pdf ,administracion publica,Gestión o modificaciones presupuestarias,,
cb_631,1500,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 1.494,55 M2, UBICADA EN LA JUNTA VECINAL EL SAMARITANO D-9",Cochabamba,20/08/2024,22/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1500_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.454264,-66.163717
cb_632,1501,"REASIGNACIÓN DE USO DE SUELO DE ÁREA VERDE PLANIFICADA A ÁREA RESIDENCIAL DE USO MIXTO, UBICADO EN EL DISTRITO N° 1, SUB DISTRITO N° 26, EXTENSIÓN SUPERFICIAL DE 11.565,90 M2.",Cochabamba,20/08/2024,26/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1501_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.363837,-66.125195
cb_633,1502,"REVITALIZACIÓN Y REFUNCIONALIZACIÓN DE LAS MANZANAS N° 097 Y N° 0141 Y ENTORNO INMEDIATO, UBICADO EN EL DISTRITO N° 10, SUB DISTRITO N° 11, ZONA OESTE",Cochabamba,20/08/2024,22/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1502_2024.pdf ,comercio y mercados,Zonificación para ferias,,
cb_634,1503,MODIFICACIÓN DE LA LEY MUNICIPAL N° 1208/2022 DE 06 DE OCTUBRE DE 2022,Cochabamba,20/08/2024,26/08/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1503_2024.pdf,administracion publica,Modificaciones a marco regulatorio,,
cb_635,1504,"REASIGNACIÓN DE USO DE SUELO DE ÁREA VERDE Y RECREACIÓN A VÍA, O.T.B. JUNTA VECINAL BAJO ARANJUEZ, DISTRITO N° 12, EXTENSIÓN SUPERFICIAL DE 1.061,65 M2",Cochabamba,22/08/2024,26/08/2023,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1504_2024.pdf ,transporte,Vías,,
cb_636,1505,LEY MUNICIPAL EXCEPCIONAL DE REGULARIZACIÓN DE CASETAS (2) EN EL MERCADO LA PAMPA,Cochabamba,22/08/2024,04/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1505_2024.pdf,comercio y mercados,Regularización de casetas y zonas de mercado ocupadas,,
cb_637,1506,LEY MUNICIPAL CONDONACIÓN DE MULTAS E INTERESES DE IMPUESTOS Y PATENTES MUNICIPALES,Cochabamba,05/09/2024,09/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1506_2024.pdf,impuestos,"Condonación de multas, intereses y deudas tributarias",,
cb_638,1507,"REASIGNACIÓN DE USO DE SUELO DE ÁREA VERDE A ÁREA RESIDENCIAL DE USO MIXTO, EN UNA EXTENSIÓN SUPERFICIAL DE 622,73 M2.",Cochabamba,05/09/2024,09/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1507_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.372989,-66.18962
cb_639,1508,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 36",Cochabamba,06/09/2024,10/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1508_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_640,1509,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE INVERSIÓN Y GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 35",Cochabamba,05/09/2024,11/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1509_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_641,1510,MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL SERVICIO DE LA DEUDA Y DISMINUCIÓN DE OTROS PASIVOS INFORME TÉCNICO CONSOLIDADO N° 23,Cochabamba,06/09/2024,10/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1510_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_642,1511,"REASIGNACIÓN DE USO DE SUELO DE ÁREA VERDE A ÁREA DE EQUIPAMIENTO, OTB JUNTA VECINAL SAN JUAN BAUTISTA DISTRITO N° 6, EXTENSIÓN SUPERFICIAL DE 1.573,30 M2",Cochabamba,10/09/2024,12/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1511_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.419603,-66.140107
cb_643,1512,LEY MUNICIPAL DE AUTORIZACIÓN DE USO DEL PARQUE DE LA FAMILIA Y DE OTROS PARQUES PÚBLICOS,Cochabamba,11/09/2024,13/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1512_2024.pdf,parques y recreación,Normativa de administración de parques,,
cb_644,1513,"APROBACIÓN DE PRESUPUESTO INSTITUCIONAL PLURIANUAL AJUSTADO E INSTITUCIONAL ANUAL, GESTIÓN 2025",Cochabamba,12/09/2024,12/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1513_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_645,1514,"LEY MUNICIPAL DE APROBACIÓN DEL PLAN OPERATIVO ANUAL, GESTIÓN 2025",Cochabamba,12/09/2024,12/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1514_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_646,1515,"ANULACIÓN DE PASAJE PLANIFICADO CON UN PERFIL DE 6.00 MTS., UBICADO EN EL DISTRITO N° 1",Cochabamba,17/09/2024,30/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1515_2024.pdf,administracion publica,Modificaciones a marco regulatorio,,
cb_647,1516,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE INVERSIÓN, INFORME TÉCNICO CONSOLIDADO N° 39",Cochabamba,19/09/2024,25/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1516_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_648,1517,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA VERDE DE 162,72 M2, UBICADA EN LA JUNTA VECINAL ANEXIÓN OTB VILLA VICTORIA D-9",Cochabamba,19/09/2024,26/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1517_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.479951,-66.169209
cb_649,1518,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA VERDE DE 2.136,71 M2, UBICADA EN LA JUNTA VECINAL INTEGRAL CHAQUIMAYU D-9",Cochabamba,19/09/2024,26/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1518_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.491867,-66.175301
cb_650,1519,LEY MUNICIPAL DE DECLARATORIA DE EMERGENCIA SANITARIA,Cochabamba,20/09/2024,25/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1519_2024.pdf,gestión de residuos,emergencia por bloqueo de K'ara K'ara,,
cb_651,1520,"REVERSIÓN DE BIEN INMUEBLE OTORGADO EN CONCESIÓN AL ARZOBISPADO DE COCHABAMBA, PARROQUIA SANTA ANA DE CALA CALA",Cochabamba,24/09/2024,02/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1520_2024.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,,
cb_652,1521,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA VERDE DE LA JUNTA VECINAL ALTO CALAMA D-9, CON UNA EXTENSIÓN SUPERFICIAL DE 597,52 M2,",Cochabamba,24/09/2024,30/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1521_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.467809,-66.212867
cb_653,1522,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 1.529,59 M2, JUNTA VECINAL INTEGRAL CHAQUIMAYU D-9",Cochabamba,24/09/2024,30/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1522_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.497296,-66.175387
cb_654,1523,DECLARATORIA DE PATRIMONIO CULTURAL A LA FESTIVIDAD RELIGIOSA DE SAN ANDRÉS APÓSTOL,Cochabamba,24/09/2024,30/09/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1523_2024.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,,
cb_655,1524,AMPLIACIÓN DE PLAZO PARA LA REGLAMENTACIÓN DE LA LEY MUNICIPAL N° 1473/2024,Cochabamba,26/09/2024,02/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1524_2024.pdf,administracion publica,Modificaciones a marco regulatorio,,
cb_656,1525,LEY DE CREACIÓN DEL CONSEJO MUNICIPAL DE CULTURA,Cochabamba,26/09/2024,02/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1525_2024.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,,
cb_657,1526,ACTUALIZACIÓN DE PLANO TÉCNICO DEL ÁREA DE INTERVENCIÓN MUNICIPAL EN ZONAS LIMÍTROFES DEL MUNICIPIO DE COCHABAMBA,Cochabamba,01/10/2024,07/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1526_2024.pdf ,administracion publica,Modificaciones a marco regulatorio,,
cb_658,1527,"REASIGNACIÓN DE USO DE SUELO DE ÁREA VERDE A ÁREA DE EQUIPAMIENTO, JUNTA VECINAL SANTA ROSA DE LIMA CENTRAL NORTE DISTRITO N° 15",Cochabamba,01/10/2024,04/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1527_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.490126,-66.113901
cb_659,1528,LEY MUNICIPAL MODIFICACIÓN A LA LEY MUNICIPAL N° 1147/2022 DE 9 DE MAYO DE 2022,Cochabamba,01/10/2024,07/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1528_2024.pdf,administracion publica,Modificaciones a marco regulatorio,,
cb_660,1529,ENAJENACIÓN DE CINCO CAMIONETAS A FAVOR DEL COMANDO DEPARTAMENTAL DE COCHABAMBA DE LA POLICÍA BOLIVIANA,Cochabamba,03/10/2024,07/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1529_2024.pdf,seguridad,Equipamiento e inmuebles para policías,,
cb_661,1530,ENAJENACIÓN DE UNA CAMIONETA A FAVOR DEL COMANDO DEPARTAMENTAL DE COCHABAMBA DE LA POLICÍA BOLIVIANA,Cochabamba,03/10/2024,07/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1530_2024.pdf,seguridad,Equipamiento e inmuebles para policías,,
cb_662,1531,ENAJENACIÓN A TITULO GRATUITO DE BIENES FUNGIBLES A FAVOR DEL COMANDO DEPARTAMENTAL DE COCHABAMBA DE LA POLICÍA BOLIVIANA,Cochabamba,03/10/2024,07/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1531_2024.pdf,seguridad,Equipamiento e inmuebles para policías,,
cb_663,1532,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 43",Cochabamba,08/10/2024,10/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1532_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_664,1533,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL DE GASTO ELEGIBLE, INFORME TÉCNICO CONSOLIDADO N° 41",Cochabamba,08/10/2024,10/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1533_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_665,1534,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 1.737,15 M2, UBICADA EN LA JUNTA VECINAL INTEGRAL CHAQUIMAYU D-9",Cochabamba,08/10/2024,14/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1534_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.48869,-66.171586
cb_666,1535,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL, INFORME TÉCNICO CONSOLIDADO N° 28",Cochabamba,18/10/2024,21/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1535_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_667,1536,"DECLARATORIA DE DERECHO PROPIETARIO SOBRE UN ÁREA DE EQUIPAMIENTO DE 4.402,41 M2, JUNTA VECINAL 20 DE OCTUBRE ARRUMANI D-15",Cochabamba,22/10/2024,28/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1536_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.48715,-66.114794
cb_668,1537,"LEY MUNICIPAL DE REASIGNACIÓN DE USO DE SUELO OTB, JUNTA VECINAL NUEVA BELÉN, DISTRITO N° 15",Cochabamba,22/10/2024,28/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1537_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.482061,-66.118732
cb_669,1538,"MODIFICACIÓN PRESUPUESTARIA INTRAINSTITUCIONAL, INFORME TÉCNICO CONSOLIDADO N° 45",Cochabamba,28/10/2024,25/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1538_2024.pdf,administracion publica,Gestión o modificaciones presupuestarias,,
cb_670,1539,LEY MUNICIPAL DE AUTORIZACIÓN DE DOTACIÓN Y CARGA GRATUITA DE OXIGENO MEDICINAL,Cochabamba,25/10/2024,28/10/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1539_2024.pdf,salud,Equipamiento de salud,,
cb_671,1540,"DECLARATORIA DE DERECHO PROPIETARIO JUNTA VECINAL VENTILLA D-9, CON UNA EXTENSIÓN SUPERFICIAL DE 238.49 M2",Cochabamba,29/10/2024,06/11/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1540_2024.pdf ,suelo y vivienda,"Equipamiento para barrios (áreas verdes, parques, sedes vecinales, etc.)",-17.475603,-66.158729
cb_672,1541,"DECLARATORIA DE ZONAS, SITIOS, ATRACTIVOS Y ÁREAS NATURALES DE INTERÉS TURÍSTICO EN EL MUNICIPIO DE COCHABAMBA",Cochabamba,29/10/2024,04/11/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1541_2024.pdf,"patrimonio, cultura y turismo",Preservación del patrimonio o difusión de las artes,,
cb_673,1542,AUTORIZA LA SUSCRIPCIÓN DEL CONTRATO DE ENAJENACIÓN A TITULO GRATUITO A FAVOR DEL COMANDO DEPARTAMENTAL DE COCHABAMBA DE LA POLICÍA BOLIVIANA DE BIENES FUNGIBLES,Cochabamba,31/10/2024,06/11/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1542_2024.pdf,seguridad,Equipamiento e inmuebles para policías,,
cb_674,1543,QUE AUTORIZA LA SUSCRIPCIÓN DEL CONTRATO DE ENAJENACIÓN A TITULO GRATUITO A FAVOR DEL COMANDO DEPARTAMENTAL DE COCHABAMBA DE LA POLICÍA BOLIVIANA DE SIETE (7) MOTOCICLETAS,Cochabamba,31/10/2024,06/11/2024,https://biblioteca.concejocbba.gob.bo/LEY/LEY_1543_2024.pdf,seguridad,Equipamiento e inmuebles para policías,,
